50
# x z 
-1.9	-1.27
0	-0.98
1.88	-0.69
3.75	-0.34
5.82	0
7.72	-0.02
9.72	-0.1
11.71	-0.17
13.78	-0.54
15.78	-0.47
17.78	-0.35
19.77	-0.19
21.66	-0.34
23.76	-0.33
25.74	-0.63
27.74	-0.71
29.73	-0.55
31.56	-1.07
33.84	-0.75
35.83	-0.91
37.93	-0.94
39.93	-1.01
41.92	-0.84
43.82	-0.93
45.82	-1.05
47.92	-1.03
49.97	-1.49
51.87	-1.49
53.96	-1.39
56.36	-1.49
57.93	-1.19
59.86	-1.73
61.96	-1.63
64.05	-1.84
66.03	-2.08
68.13	-2.25
69.71	-2.45
71.91	-2.5
74.2	-2.7
76.1	-2.67
78.2	-2.71
80.29	-2.5
82.47	-2.79
84.07	-2.86
85.77	-2.92
88.15	-2.57
90.05	-2.54
91.92	-2.84
94.18	-2.39
96.04	-2.74
135
# a b m n u i err  k rhoa
2	5	3	4	7.45200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.24425125113823e+01	9.27216032348211e+02
3	6	4	5	6.32400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.13631688425316e+01	7.18606797601698e+02
4	7	5	6	7.61800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.35991605053465e+01	1.03598404729730e+03
5	8	6	7	5.92400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.11640468033346e+01	6.61358132629542e+02
6	9	7	8	6.56900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.37386220504276e+01	9.02490082492587e+02
7	10	8	9	5.70400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.21972442340463e+01	6.95730811110003e+02
8	11	9	10	7.01200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.26672222208774e+01	8.88225622127923e+02
9	12	10	11	5.60200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.26465944139103e+01	7.08462219067252e+02
10	13	11	12	6.34800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.23649917176970e+01	7.84929674239405e+02
11	14	12	13	6.47200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.30407904979541e+01	8.43999961027586e+02
12	15	13	14	5.86800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.15648519236952e+01	6.78625510882437e+02
13	16	14	15	7.18100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.39331212573868e+01	1.00053743749295e+03
14	17	15	16	6.60700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.09573151451426e+01	7.23949811639569e+02
15	18	16	17	8.98800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.38998299741952e+01	1.24931671808067e+03
16	19	17	18	5.09400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.34687584853191e+01	6.86098557242155e+02
17	20	18	19	1.07810000000000e+02	1.00000000000000e+00	3.00000000000000e-02	1.06964826002185e+01	1.15318778912956e+03
18	21	19	20	7.02400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.59031982903623e+01	1.11704064791505e+03
19	22	20	21	1.05490000000000e+02	1.00000000000000e+00	3.00000000000000e-02	1.17641560567575e+01	1.24100082242735e+03
20	23	21	22	9.55300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.29670015617086e+01	1.23873765919002e+03
21	24	22	23	9.48800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.18282118216368e+01	1.12226073763690e+03
22	25	23	24	9.84000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.37052385759581e+01	1.34859547587428e+03
23	26	24	25	8.35300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.14287470389333e+01	9.54643240162100e+02
24	27	25	26	8.56300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.33972090007217e+01	1.14720300673180e+03
25	28	26	27	7.02900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.26966117569644e+01	8.92444840397026e+02
26	29	27	28	5.67000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.25390750820916e+01	7.10965557154595e+02
27	30	28	29	6.82300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	1.51001057143314e+01	1.03028021288883e+03
28	31	29	30	7.54400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	8.94828429449676e+00	6.75058567176836e+02
2	8	4	6	3.38600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.53521758234104e+01	8.58424673380676e+02
3	9	5	7	3.72500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.58782983192642e+01	9.63966612392592e+02
4	10	6	8	2.96200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.57209303486321e+01	7.61853956926484e+02
5	11	7	9	2.95700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.46498727005378e+01	7.28896735754903e+02
6	12	8	10	3.59900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.29585342044644e+01	8.26277646018673e+02
7	13	9	11	3.27200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.29580434857046e+01	7.51187182852253e+02
8	14	10	12	3.44200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.65378196560254e+01	9.13431752560394e+02
9	15	11	13	3.47700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.71658444764456e+01	9.44556412446012e+02
10	16	12	14	3.79300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.61186024934264e+01	9.90678592575663e+02
11	17	13	15	3.75800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.40041324652571e+01	9.02075298044360e+02
12	18	14	16	4.74300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.28325727352594e+01	1.08294892483335e+03
13	19	15	17	4.77400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.69294949130236e+01	1.28561408714775e+03
14	20	16	18	4.04600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.81328643261473e+01	1.13825569063592e+03
15	21	17	19	4.41900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.39812500597743e+01	1.05973144014143e+03
16	22	18	20	5.02500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.36844135949346e+01	1.19014178314546e+03
17	23	19	21	5.72900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.75479615548433e+01	1.57822271747698e+03
18	24	20	22	5.40000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.43673632398938e+01	1.31583761495426e+03
19	25	21	23	5.21100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.42323905198859e+01	1.26274986999125e+03
20	26	22	24	4.17500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.72887969174869e+01	1.13930727130508e+03
21	27	23	25	4.83700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.62538874922830e+01	1.26990053800173e+03
22	28	24	26	5.38000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.50423474109602e+01	1.34727829070966e+03
23	29	25	27	5.66800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.50404150589795e+01	1.41929072554296e+03
24	30	26	28	4.54700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.66998060171445e+01	1.21404017959956e+03
25	31	27	29	4.77700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	2.42173746096142e+01	1.15686398510127e+03
2	11	5	8	2.13600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	4.09563827584077e+01	8.74828335719588e+02
3	12	6	9	2.20800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.61343961190400e+01	7.97847466308403e+02
4	13	7	10	2.30600000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.36573816971425e+01	7.76139221936105e+02
5	14	8	11	2.31900000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.29332880602282e+01	7.63722950116692e+02
6	15	9	12	2.58000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.59186204381812e+01	9.26700407305075e+02
7	16	10	13	2.50100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	4.07110343413674e+01	1.01818296887760e+03
8	17	11	14	2.54800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	4.08072373599807e+01	1.03976840793231e+03
9	18	12	15	2.93400000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.89336279819759e+01	1.14231264499117e+03
10	19	13	16	2.98100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.68203588040153e+01	1.09761489594770e+03
11	20	14	17	3.32200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.78925528398146e+01	1.25879060533864e+03
12	21	15	18	2.78300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.85472429523724e+01	1.07276977136452e+03
13	22	16	19	3.11000000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.81657710265652e+01	1.18695547892618e+03
14	23	17	20	3.11700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.76383823801072e+01	1.17318837878794e+03
15	24	18	21	3.98700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.51277691989247e+01	1.40054415796113e+03
16	25	19	22	3.96500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.73381890638451e+01	1.48045919638146e+03
17	26	20	23	3.67300000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.72344498980619e+01	1.36762134475581e+03
18	27	21	24	3.00700000000000e+01	1.00000000000000e+00	3.00000000000000e-02	4.07110765558410e+01	1.22418207203414e+03
19	28	22	25	3.28800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.98438552760101e+01	1.31006596147521e+03
20	29	23	26	3.60100000000000e+01	1.00000000000000e+00	3.00000000000000e-02	4.14116880389806e+01	1.49123488628369e+03
21	30	24	27	4.01500000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.96825752252279e+01	1.59325539529290e+03
22	31	25	28	4.16800000000000e+01	1.00000000000000e+00	3.00000000000000e-02	3.57739363578426e+01	1.49105766739488e+03
2	14	6	10	2.03200000000000e+01	1.00000000000000e+00	3.00000000000000e-02	4.58722648671556e+01	9.32124422100602e+02
